Date,Open,High,Low,Close,Adj Close,Volume
2020-12-15,6700.0,6725.0,6600.0,6700.0,6184.07373046875,67831900
2020-12-16,6800.0,6825.0,6725.0,6775.0,6253.29833984375,48680900
2020-12-17,6775.0,6875.0,6775.0,6875.0,6345.59814453125,54983000
2020-12-18,6800.0,6825.0,6700.0,6700.0,6184.07373046875,71398900
2020-12-21,6775.0,6800.0,6675.0,6700.0,6184.07373046875,41587300
2020-12-22,6575.0,6625.0,6350.0,6400.0,5907.17529296875,82964900
2020-12-23,6500.0,6600.0,6200.0,6350.0,5861.025390625,55016200
2020-12-28,6500.0,6575.0,6300.0,6525.0,6022.5498046875,37763500
2020-12-29,6575.0,6600.0,6400.0,6425.0,5930.25,28711300
2020-12-30,6525.0,6525.0,6325.0,6325.0,5837.9501953125,44470700
2021-01-04,6350.0,6525.0,6225.0,6500.0,5999.474609375,30529000
2021-01-05,6550.0,6550.0,6400.0,6425.0,5930.25,34964100
2021-01-06,6425.0,6525.0,6275.0,6425.0,5930.25,43554500
2021-01-07,6450.0,6525.0,6425.0,6475.0,5976.39990234375,40057100
2021-01-08,6475.0,6575.0,6450.0,6550.0,6045.62451171875,46817800
2021-01-11,6575.0,6850.0,6550.0,6850.0,6322.52294921875,106381500
2021-01-12,6900.0,7000.0,6825.0,6950.0,6414.82275390625,84313000
2021-01-13,7050.0,7075.0,6925.0,6925.0,6391.748046875,53696100
2021-01-14,7050.0,7050.0,6825.0,6850.0,6322.52294921875,35147500
2021-01-15,6875.0,6925.0,6625.0,6725.0,6207.1484375,38617800
2021-01-18,6600.0,6950.0,6600.0,6925.0,6391.748046875,59503400
2021-01-19,7000.0,7025.0,6850.0,6975.0,6437.89794921875,38917300
2021-01-20,7000.0,7450.0,7000.0,7375.0,6807.09619140625,110467300
2021-01-21,7375.0,7375.0,7200.0,7250.0,6691.7216796875,41026000
2021-01-22,7275.0,7350.0,7125.0,7200.0,6645.57177734375,58683600
2021-01-25,7250.0,7300.0,7025.0,7300.0,6737.87158203125,50323800
2021-01-26,7300.0,7450.0,7250.0,7375.0,6807.09619140625,103356200
2021-01-27,7400.0,7400.0,7175.0,7300.0,6737.87158203125,85790700
2021-01-28,7150.0,7250.0,6900.0,7050.0,6507.12255859375,67872500
2021-01-29,7100.0,7225.0,6575.0,6575.0,6068.69970703125,167113800
2021-02-01,6650.0,6725.0,6200.0,6700.0,6184.07373046875,121270100
2021-02-02,6800.0,6800.0,6400.0,6475.0,5976.39990234375,80241400
2021-02-03,6600.0,6650.0,6450.0,6500.0,5999.474609375,83522300
2021-02-04,6575.0,6675.0,6450.0,6575.0,6068.69970703125,69520200
2021-02-05,6700.0,6700.0,6450.0,6550.0,6045.62451171875,48599800
2021-02-08,6600.0,6675.0,6550.0,6575.0,6068.69970703125,62525400
2021-02-09,6600.0,6700.0,6450.0,6500.0,5999.474609375,104190200
2021-02-10,6575.0,6575.0,6475.0,6500.0,5999.474609375,51346800
2021-02-11,6550.0,6550.0,6500.0,6500.0,5999.474609375,17939700
2021-02-15,6550.0,6575.0,6500.0,6500.0,5999.474609375,24497600
2021-02-16,6500.0,6550.0,6450.0,6475.0,5976.39990234375,31601000
2021-02-17,6450.0,6475.0,6300.0,6350.0,5861.025390625,58706800
2021-02-18,6250.0,6400.0,6225.0,6250.0,5768.7255859375,56994500
2021-02-19,6250.0,6400.0,6200.0,6375.0,5884.10009765625,51010200
2021-02-22,6450.0,6500.0,6375.0,6375.0,5884.10009765625,53840300
2021-02-23,6300.0,6375.0,6300.0,6325.0,5837.9501953125,44553900
2021-02-24,6350.0,6400.0,6325.0,6375.0,5884.10009765625,41249300
2021-02-25,6425.0,6475.0,6275.0,6275.0,5791.80078125,66807400
2021-02-26,6175.0,6325.0,6100.0,6150.0,5676.42626953125,123095300
2021-03-01,6225.0,6600.0,6225.0,6575.0,6068.69970703125,110392700
2021-03-02,6650.0,6650.0,6500.0,6600.0,6091.7744140625,81648300
2021-03-03,6675.0,6675.0,6525.0,6600.0,6091.7744140625,39266100
2021-03-04,6625.0,6650.0,6525.0,6550.0,6045.62451171875,60306300
2021-03-05,6525.0,6575.0,6450.0,6475.0,5976.39990234375,43619500
2021-03-08,6550.0,6575.0,6375.0,6425.0,5930.25,27049000
2021-03-09,6375.0,6525.0,6375.0,6425.0,5930.25,55919400
2021-03-10,6500.0,6500.0,6450.0,6500.0,5999.474609375,25951500
2021-03-12,6550.0,6750.0,6550.0,6725.0,6207.1484375,79601200
2021-03-15,6775.0,6775.0,6625.0,6650.0,6137.92431640625,39961200
2021-03-16,6650.0,6725.0,6500.0,6550.0,6045.62451171875,56124200
2021-03-17,6600.0,6650.0,6525.0,6525.0,6022.5498046875,25420600
2021-03-18,6625.0,6850.0,6625.0,6800.0,6276.37353515625,76213800
2021-03-19,6800.0,6800.0,6700.0,6775.0,6253.29833984375,75356900
2021-03-22,6750.0,6825.0,6625.0,6625.0,6114.849609375,57989600
2021-03-23,6750.0,6750.0,6625.0,6675.0,6160.9990234375,48644800
2021-03-24,6500.0,6525.0,6400.0,6425.0,6132.62353515625,57627100
2021-03-25,6450.0,6475.0,6325.0,6400.0,6108.76123046875,35833300
2021-03-26,6450.0,6475.0,6350.0,6425.0,6132.62353515625,42239000
2021-03-29,6400.0,6500.0,6375.0,6375.0,6084.89892578125,39760200
2021-03-30,6400.0,6425.0,6275.0,6325.0,6037.17431640625,20590300
2021-03-31,6250.0,6325.0,6125.0,6150.0,5870.1376953125,79577900
2021-04-01,6250.0,6325.0,6150.0,6200.0,5917.8623046875,38857600
2021-04-05,6300.0,6300.0,6200.0,6225.0,5941.724609375,19734200
2021-04-06,6225.0,6300.0,6150.0,6275.0,5989.44970703125,14825300
2021-04-07,6300.0,6325.0,6250.0,6325.0,6037.17431640625,23210100
2021-04-08,6250.0,6375.0,6200.0,6275.0,5989.44970703125,44224800
2021-04-09,6375.0,6550.0,6325.0,6475.0,6180.34814453125,63210100
2021-04-12,6425.0,6500.0,6275.0,6300.0,6013.31201171875,24214500
2021-04-13,6200.0,6350.0,6200.0,6300.0,6013.31201171875,38163500
2021-04-14,6350.0,6400.0,6250.0,6325.0,6037.17431640625,40457000
2021-04-15,6400.0,6400.0,6225.0,6300.0,6013.31201171875,34168700
2021-04-16,6350.0,6350.0,6250.0,6300.0,6013.31201171875,31597200
2021-04-19,6250.0,6275.0,6200.0,6225.0,5941.724609375,21799300
2021-04-20,6200.0,6250.0,6175.0,6200.0,5917.8623046875,31941300
2021-04-21,6150.0,6175.0,6125.0,6125.0,5846.275390625,32712800
2021-04-22,6175.0,6225.0,6100.0,6125.0,5846.275390625,35726000
2021-04-23,6050.0,6150.0,6025.0,6150.0,5870.1376953125,52464200
2021-04-26,6100.0,6125.0,5950.0,5975.0,5703.10107421875,57652500
2021-04-27,5975.0,6075.0,5950.0,6050.0,5774.6884765625,48425400
2021-04-28,6100.0,6275.0,6100.0,6200.0,5917.8623046875,80581300
2021-04-29,6225.0,6275.0,6150.0,6225.0,5941.724609375,41435300
2021-04-30,6225.0,6250.0,6125.0,6175.0,5894.0,34970800
2021-05-03,6100.0,6150.0,6000.0,6050.0,5774.6884765625,32667000
2021-05-04,6050.0,6100.0,5975.0,6100.0,5822.4130859375,28177600
2021-05-05,6150.0,6150.0,6050.0,6050.0,5774.6884765625,22925900
2021-05-06,6125.0,6125.0,6025.0,6075.0,5798.55078125,18545500
2021-05-07,6125.0,6125.0,5950.0,5950.0,5679.23876953125,32665900
2021-05-10,6025.0,6025.0,5950.0,5975.0,5703.10107421875,17740700
2021-05-11,6000.0,6000.0,5850.0,5900.0,5631.51416015625,34690900
2021-05-17,5975.0,6000.0,5875.0,5925.0,5655.37646484375,47549900
2021-05-18,5975.0,6000.0,5825.0,5900.0,5631.51416015625,36982600
2021-05-19,5800.0,5850.0,5625.0,5675.0,5416.7529296875,49218000
2021-05-20,5650.0,5750.0,5600.0,5650.0,5392.890625,34805000
2021-05-21,5725.0,5900.0,5675.0,5825.0,5559.92724609375,70226500
2021-05-24,5875.0,5875.0,5750.0,5750.0,5488.34033203125,27448800
2021-05-25,5775.0,5950.0,5775.0,5900.0,5631.51416015625,45297200
2021-05-27,6000.0,6000.0,5750.0,5750.0,5488.34033203125,176944900
2021-05-28,5825.0,5900.0,5775.0,5800.0,5536.06494140625,39152900
2021-05-31,5875.0,6100.0,5825.0,6000.0,5726.9638671875,48330000
2021-06-02,6150.0,6200.0,6075.0,6100.0,5822.4130859375,78667800
2021-06-03,6175.0,6275.0,6125.0,6250.0,5965.5869140625,43213200
2021-06-04,6250.0,6325.0,6125.0,6125.0,5846.275390625,38153900
2021-06-07,6200.0,6200.0,6075.0,6125.0,5846.275390625,21257200
2021-06-08,6150.0,6150.0,6000.0,6000.0,5726.9638671875,28542000
2021-06-09,6075.0,6175.0,6000.0,6150.0,5870.1376953125,23539300
2021-06-10,6175.0,6250.0,6125.0,6200.0,5917.8623046875,21771800
2021-06-11,6275.0,6300.0,6225.0,6275.0,5989.44970703125,38878900
2021-06-14,6300.0,6300.0,6225.0,6275.0,5989.44970703125,25021700
2021-06-15,6300.0,6325.0,6225.0,6325.0,6037.17431640625,53593900
2021-06-16,6325.0,6350.0,6200.0,6275.0,5989.44970703125,45025800
2021-06-17,6250.0,6275.0,6200.0,6200.0,5917.8623046875,73258600
2021-06-18,6175.0,6200.0,5950.0,6200.0,5917.8623046875,100667700
2021-06-21,6100.0,6100.0,5950.0,6025.0,5750.826171875,69474600
2021-06-22,6075.0,6250.0,6025.0,6175.0,5894.0,48340300
2021-06-23,6225.0,6225.0,6025.0,6025.0,5750.826171875,33037100
2021-06-24,6100.0,6100.0,5975.0,5975.0,5703.10107421875,26124000
2021-06-25,6000.0,6025.0,5900.0,5900.0,5631.51416015625,30526000
2021-06-28,5825.0,5900.0,5675.0,5700.0,5440.615234375,63554500
2021-06-29,5850.0,5850.0,5700.0,5775.0,5512.20263671875,48485400
2021-06-30,5850.0,5950.0,5800.0,5900.0,5631.51416015625,73280100
2021-07-01,5950.0,6000.0,5900.0,5975.0,5703.10107421875,43692700
2021-07-02,5975.0,6025.0,5925.0,5950.0,5679.23876953125,40211200
2021-07-05,5975.0,5975.0,5800.0,5850.0,5583.78955078125,14621200
2021-07-06,5900.0,5900.0,5750.0,5775.0,5512.20263671875,28033100
2021-07-07,5775.0,5825.0,5675.0,5750.0,5488.34033203125,48345500
2021-07-08,5850.0,5900.0,5750.0,5900.0,5631.51416015625,40729500
2021-07-09,5900.0,5900.0,5775.0,5775.0,5512.20263671875,25411200
2021-07-12,5875.0,5875.0,5775.0,5800.0,5536.06494140625,19846300
2021-07-13,5850.0,5900.0,5775.0,5775.0,5512.20263671875,32558500
2021-07-14,5800.0,5825.0,5650.0,5700.0,5440.615234375,29612600
2021-07-15,5725.0,5900.0,5675.0,5875.0,5607.65185546875,47219200
2021-07-16,5875.0,5900.0,5825.0,5875.0,5607.65185546875,19783800
2021-07-19,5800.0,5850.0,5750.0,5750.0,5488.34033203125,15730100
2021-07-21,5825.0,5950.0,5800.0,5925.0,5655.37646484375,43550100
2021-07-22,5975.0,6100.0,5950.0,6050.0,5774.6884765625,27585700
2021-07-23,6000.0,6050.0,5950.0,5975.0,5703.10107421875,18728800
2021-07-26,5975.0,6000.0,5800.0,5800.0,5536.06494140625,38580100
2021-07-27,5850.0,5900.0,5750.0,5825.0,5559.92724609375,39639700
2021-07-28,5750.0,5900.0,5750.0,5900.0,5631.51416015625,20633000
2021-07-29,5900.0,5900.0,5750.0,5750.0,5488.34033203125,34084200
2021-07-30,5825.0,5825.0,5700.0,5700.0,5440.615234375,46066200
2021-08-02,5775.0,5775.0,5625.0,5675.0,5416.7529296875,34285500
2021-08-03,5700.0,5800.0,5650.0,5775.0,5512.20263671875,35478700
2021-08-04,5825.0,5900.0,5775.0,5825.0,5559.92724609375,33705200
2021-08-05,5875.0,6075.0,5850.0,6050.0,5774.6884765625,70127000
2021-08-06,6075.0,6100.0,5950.0,5975.0,5703.10107421875,31841000
2021-08-09,6000.0,6025.0,5800.0,5800.0,5536.06494140625,25158700
2021-08-10,5800.0,5875.0,5775.0,5800.0,5536.06494140625,27446700
2021-08-12,5875.0,5950.0,5825.0,5925.0,5655.37646484375,25664400
2021-08-13,5975.0,6050.0,5900.0,6000.0,5726.9638671875,20885800
2021-08-16,6000.0,6050.0,5850.0,5975.0,5703.10107421875,26537000
2021-08-18,6000.0,6175.0,5925.0,6050.0,5774.6884765625,70614700
2021-08-19,6100.0,6100.0,5800.0,5850.0,5583.78955078125,50988400
2021-08-20,5900.0,5950.0,5800.0,5900.0,5631.51416015625,31420800
2021-08-23,5900.0,6000.0,5900.0,5975.0,5703.10107421875,23173100
2021-08-24,5950.0,5975.0,5800.0,5825.0,5559.92724609375,42608800
2021-08-25,5875.0,5975.0,5850.0,5950.0,5679.23876953125,30363400
2021-08-26,5850.0,5925.0,5825.0,5825.0,5559.92724609375,27525100
2021-08-27,5825.0,5875.0,5775.0,5800.0,5536.06494140625,17882500
2021-08-30,5850.0,5950.0,5825.0,5950.0,5679.23876953125,32531000
2021-08-31,6000.0,6100.0,5950.0,6100.0,5822.4130859375,67850200
2021-09-01,6100.0,6100.0,6000.0,6000.0,5726.9638671875,35041000
2021-09-02,6050.0,6100.0,5975.0,6050.0,5774.6884765625,25777200
2021-09-03,6100.0,6150.0,6000.0,6125.0,5846.275390625,25380000
2021-09-06,6200.0,6325.0,6125.0,6200.0,5917.8623046875,25842200
2021-09-07,6250.0,6350.0,6225.0,6250.0,5965.5869140625,35224200
2021-09-08,6300.0,6300.0,6125.0,6250.0,5965.5869140625,42330300
2021-09-09,6300.0,6350.0,6125.0,6350.0,6061.03662109375,46665800
2021-09-10,6275.0,6300.0,6175.0,6200.0,5917.8623046875,53788400
2021-09-13,6100.0,6225.0,6050.0,6150.0,5870.1376953125,52403300
2021-09-14,6150.0,6200.0,6075.0,6100.0,5822.4130859375,42465700
2021-09-15,6175.0,6200.0,6100.0,6125.0,5846.275390625,67748900
2021-09-16,6175.0,6200.0,6125.0,6150.0,5870.1376953125,30672100
2021-09-17,6125.0,6150.0,6050.0,6050.0,5774.6884765625,41226400
2021-09-20,6025.0,6075.0,5925.0,6025.0,5750.826171875,28784600
2021-09-21,6025.0,6025.0,5925.0,5975.0,5703.10107421875,22576700
2021-09-22,5975.0,6100.0,5950.0,6075.0,5798.55078125,13355600
2021-09-23,6125.0,6125.0,6025.0,6075.0,5798.55078125,20303000
2021-09-24,6075.0,6100.0,5925.0,5975.0,5703.10107421875,25139200
2021-09-27,6000.0,6025.0,5900.0,5900.0,5631.51416015625,34250400
2021-09-28,5950.0,6025.0,5900.0,5950.0,5679.23876953125,32326100
2021-09-29,5950.0,6050.0,5925.0,6000.0,5726.9638671875,28233700
2021-09-30,6050.0,6150.0,6000.0,6150.0,5870.1376953125,41406000
2021-10-01,6150.0,6200.0,6050.0,6100.0,5822.4130859375,37487700
2021-10-04,6175.0,6500.0,6150.0,6475.0,6180.34814453125,78345800
2021-10-05,6450.0,6550.0,6375.0,6425.0,6132.62353515625,47443100
2021-10-06,6475.0,6675.0,6450.0,6600.0,6299.66015625,84387900
2021-10-07,6650.0,6825.0,6625.0,6700.0,6395.109375,126598300
2021-10-08,6725.0,6975.0,6725.0,6900.0,6586.00830078125,111796000
2021-10-11,6900.0,6925.0,6800.0,6900.0,6586.00830078125,61510100
2021-10-12,6975.0,7050.0,6925.0,7000.0,6681.45751953125,95522100
2021-10-13,7075.0,7100.0,6950.0,7100.0,6776.90673828125,67499000
2021-10-14,7125.0,7175.0,7050.0,7175.0,6848.494140625,52153900
2021-10-15,7175.0,7200.0,7075.0,7150.0,6824.6318359375,42176500
2021-10-18,7200.0,7325.0,7150.0,7175.0,6848.494140625,76475800
2021-10-19,7250.0,7250.0,7050.0,7200.0,6872.3564453125,49679000
2021-10-21,7175.0,7325.0,7125.0,7175.0,6848.494140625,94632000
2021-10-22,7100.0,7225.0,7075.0,7200.0,6872.3564453125,32891300
2021-10-25,7175.0,7250.0,7125.0,7125.0,6800.76953125,38148100
2021-10-26,7100.0,7200.0,7100.0,7175.0,6848.494140625,27936400
2021-10-27,7200.0,7225.0,7125.0,7150.0,6824.6318359375,41462600
2021-10-28,7125.0,7150.0,7000.0,7025.0,6705.31982421875,49511800
2021-10-29,7175.0,7300.0,7150.0,7175.0,6848.494140625,80476200
2021-11-01,7250.0,7250.0,7150.0,7175.0,6848.494140625,32810700
2021-11-02,7175.0,7200.0,7000.0,7025.0,6705.31982421875,25961700
2021-11-03,6975.0,7250.0,6925.0,7125.0,6800.76953125,53778300
2021-11-04,7250.0,7300.0,7175.0,7175.0,6848.494140625,51863200
2021-11-05,7250.0,7250.0,7000.0,7100.0,6776.90673828125,24017800
2021-11-08,7200.0,7200.0,7000.0,7000.0,6681.45751953125,25258700
2021-11-09,7050.0,7100.0,6850.0,6875.0,6562.14599609375,60287100
2021-11-10,6875.0,7150.0,6875.0,7150.0,6824.6318359375,78059000
2021-11-11,7125.0,7225.0,7025.0,7225.0,6896.21875,43181200
2021-11-12,7275.0,7275.0,7050.0,7100.0,6776.90673828125,28403500
2021-11-15,7100.0,7150.0,7050.0,7050.0,6729.18212890625,20065500
2021-11-16,7050.0,7225.0,7025.0,7225.0,6896.21875,38070100
2021-11-17,7225.0,7250.0,7150.0,7225.0,6896.21875,36394800
2021-11-18,7200.0,7225.0,7150.0,7175.0,6848.494140625,15455800
2021-11-19,7175.0,7300.0,7150.0,7250.0,6920.0810546875,50562900
2021-11-22,7350.0,7500.0,7225.0,7350.0,7015.5302734375,46187200
2021-11-23,7225.0,7275.0,7100.0,7150.0,6824.6318359375,31563800
2021-11-24,7125.0,7175.0,7100.0,7150.0,6824.6318359375,28108500
2021-11-25,7225.0,7375.0,7175.0,7350.0,7015.5302734375,48736700
2021-11-26,7325.0,7325.0,7075.0,7100.0,6776.90673828125,39316700
2021-11-29,7100.0,7275.0,6925.0,7175.0,6848.494140625,56336500
2021-11-30,7250.0,7250.0,6950.0,7000.0,6681.45751953125,109670200
2021-12-01,7000.0,7125.0,6950.0,7075.0,6753.04443359375,46559900
2021-12-02,7075.0,7250.0,7000.0,7200.0,6872.3564453125,35208200
2021-12-03,7200.0,7225.0,7100.0,7150.0,6824.6318359375,23054700
2021-12-06,7150.0,7250.0,7100.0,7175.0,6848.494140625,26025200
2021-12-07,7175.0,7300.0,7175.0,7300.0,6967.8056640625,32144700
2021-12-08,7275.0,7300.0,7150.0,7150.0,6824.6318359375,28032100
2021-12-09,7250.0,7350.0,7125.0,7350.0,7015.5302734375,21344300
2021-12-10,7200.0,7225.0,7100.0,7200.0,6872.3564453125,46766100
2021-12-13,7200.0,7225.0,7125.0,7125.0,6800.76953125,25045600
2021-12-14,7125.0,7200.0,7100.0,7175.0,6848.494140625,32530700
2021-12-15,7150.0,7325.0,7125.0,7275.0,6943.943359375,37838700
2021-12-16,7300.0,7325.0,7200.0,7250.0,6920.0810546875,34541200
2021-12-17,7225.0,7225.0,7075.0,7150.0,6824.6318359375,41972600
2021-12-20,7100.0,7150.0,7075.0,7075.0,6753.04443359375,28966300
2021-12-21,7150.0,7250.0,7100.0,7150.0,6824.6318359375,24929800
2021-12-22,7175.0,7200.0,7050.0,7050.0,6729.18212890625,17407200
2021-12-23,7050.0,7150.0,7050.0,7075.0,6753.04443359375,22282500
2021-12-24,7100.0,7150.0,6950.0,7050.0,6729.18212890625,27451100
2021-12-27,7050.0,7100.0,6975.0,7000.0,6681.45751953125,17048200
2021-12-28,7050.0,7050.0,6975.0,7050.0,6729.18212890625,19917700
2021-12-29,7075.0,7125.0,7000.0,7100.0,6776.90673828125,10430100
2021-12-30,7100.0,7125.0,7025.0,7025.0,6705.31982421875,17475800
2022-01-03,7100.0,7125.0,7025.0,7050.0,6729.18212890625,15499800
2022-01-04,7075.0,7200.0,7050.0,7175.0,6848.494140625,22270700
2022-01-05,7150.0,7175.0,6925.0,7025.0,6705.31982421875,49455100
2022-01-06,7075.0,7075.0,6950.0,7025.0,6705.31982421875,32825600
2022-01-07,7025.0,7100.0,7025.0,7050.0,6729.18212890625,34226400
2022-01-10,7075.0,7100.0,7050.0,7050.0,6729.18212890625,22189300
2022-01-11,7100.0,7100.0,7000.0,7050.0,6729.18212890625,25183800
2022-01-12,7050.0,7150.0,7050.0,7150.0,6824.6318359375,17124600
2022-01-13,7150.0,7175.0,7100.0,7125.0,6800.76953125,17881900
2022-01-14,7075.0,7225.0,7075.0,7175.0,6848.494140625,21825700
2022-01-17,7250.0,7275.0,7150.0,7200.0,6872.3564453125,21594000
2022-01-18,7175.0,7250.0,7100.0,7250.0,6920.0810546875,32242400
2022-01-19,7175.0,7200.0,7000.0,7025.0,6705.31982421875,51546800
2022-01-20,7100.0,7175.0,7025.0,7175.0,6848.494140625,26533500
2022-01-21,7175.0,7300.0,7125.0,7300.0,6967.8056640625,38403400
2022-01-24,7275.0,7275.0,7200.0,7275.0,6943.943359375,22238400
2022-01-25,7200.0,7250.0,7150.0,7225.0,6896.21875,34634000
2022-01-26,7300.0,7475.0,7225.0,7475.0,7134.84228515625,70318200
2022-01-27,7475.0,7600.0,7400.0,7550.0,7206.42919921875,56809000
